Case ID,Activity,Resource,Start Timestamp,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 238,Round Grinding - Machine 2,Machine 2 - Round Grinding,2/9/2012 6:03,320,Electrical Contact,ID4445,D,10,0,0,
Case 238,Round Grinding - Machine 2,Machine 2 - Round Grinding,2/9/2012 6:51,320,Electrical Contact,ID0420,D,200,0,0,
Case 238,Round Grinding - Machine 2,Machine 2 - Round Grinding,2/9/2012 16:05,320,Electrical Contact,ID4355,D,105,0,0,
Case 238,Round Grinding - Machine 2,Machine 2 - Round Grinding,2/16/2012 0:00,320,Electrical Contact,ID4618,D,0,2,0,
Case 238,Final Inspection Q.C.,Quality Check 1,2/16/2012 9:02,320,Electrical Contact,ID4618,D,310,7,0,
Case 238,Final Inspection Q.C.,Quality Check 1,2/16/2012 14:12,320,Electrical Contact,ID4618,D,0,0,0,
Case 238,Packing,Packing,2/17/2012 0:00,320,Electrical Contact,ID4820,D,310,0,0,
Case 239,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,1/14/2012 22:56,16,Ballnut,ID4794,S,1,0,0,
Case 239,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,1/15/2012 9:45,16,Ballnut,ID4429,S,1,0,0,
Case 239,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,1/15/2012 10:31,16,Ballnut,ID4529,S,2,0,0,
Case 239,Turning & Milling Q.C.,Quality Check 1,1/15/2012 11:03,16,Ballnut,ID4618,D,0,0,0,
Case 239,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,1/15/2012 21:15,16,Ballnut,ID4794,D,12,0,0,
Case 239,Turning & Milling Q.C.,Quality Check 1,1/17/2012 11:28,16,Ballnut,ID4618,D,16,0,0,
Case 239,Nitration Q.C.,Quality Check 1,1/23/2012 14:46,16,Ballnut,ID4618,D,16,0,0,
Case 239,Laser Marking - Machine 7,Machine 7- Laser Marking,1/24/2012 17:01,16,Ballnut,ID0998,D,16,0,0,
Case 239,Lapping - Machine 1,Machine 1 - Lapping,1/25/2012 11:11,16,Ballnut,ID0998,D,16,0,0,
Case 239,Final Inspection Q.C.,Quality Check 1,1/25/2012 14:21,16,Ballnut,ID4618,D,0,0,0,
Case 239,Final Inspection Q.C.,Quality Check 1,1/27/2012 12:00,16,Ballnut,ID4618,D,16,0,0,
Case 239,Packing,Packing,1/30/2012 0:00,16,Ballnut,ID4820,D,16,0,0,
Case 24,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/17/2012 20:01,13,Plug,ID4932,S,1,0,0,
Case 24,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/17/2012 23:25,13,Plug,ID4932,D,12,0,0,
Case 24,Turning & Milling Q.C.,Quality Check 1,1/18/2012 8:36,13,Plug,ID4493,D,12,1,0,
Case 24,Laser Marking - Machine 7,Machine 7- Laser Marking,1/19/2012 9:32,13,Plug,ID4882,D,12,0,0,
Case 24,Round Grinding - Machine 23,Machine 23 - Turning,1/23/2012 16:00,13,Plug,ID4109,D,12,0,0,
Case 24,Lapping - Machine 1,Machine 1 - Lapping,1/23/2012 18:12,13,Plug,ID4872,D,12,0,0,
Case 24,Round Grinding - Q.C.,Quality Check 1,1/27/2012 12:41,13,Plug,ID4493,D,9,3,0,
Case 24,Round Grinding - Machine 3,Machine 3 - Round Grinding,2/23/2012 12:27,13,Plug,ID4355,S,1,0,0,
Case 24,Lapping - Machine 1,Machine 1 - Lapping,2/23/2012 13:26,13,Plug,ID4882,D,0,0,0,
Case 24,Lapping - Machine 1,Machine 1 - Lapping,2/23/2012 15:17,13,Plug,ID0998,D,3,0,0,
Case 24,Lapping - Machine 1,Machine 1 - Lapping,2/23/2012 15:17,13,Plug,ID0998,D,6,0,0,
Case 24,Round Grinding - Machine 3,Machine 3 - Round Grinding,2/23/2012 15:21,13,Plug,ID4355,D,8,0,0,
Case 24,Final Inspection Q.C.,Quality Check 1,2/27/2012 8:52,13,Plug,ID4493,D,0,0,0,
Case 24,Final Inspection Q.C.,Quality Check 1,2/28/2012 7:21,13,Plug,ID4493,D,9,0,0,
Case 24,Packing,Packing,2/29/2012 0:00,13,Plug,ID4820,D,9,0,0,
Case 240,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/1/2012 3:22,163,Bearing,ID4794,S,0,0,0,
Case 240,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/1/2012 7:02,163,Bearing,ID4529,S,1,0,0,
Case 240,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/1/2012 16:44,163,Bearing,ID4429,D,16,0,0,
Case 240,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/1/2012 19:56,163,Bearing,ID4794,D,52,0,0,
Case 240,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/2/2012 7:00,163,Bearing,ID4529,D,40,0,0,
Case 240,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/2/2012 16:10,163,Bearing,ID4429,D,16,0,0,
Case 240,Flat Grinding - Machine 11,Machine 11 - Grinding,2/6/2012 0:00,163,Bearing,ID4882,D,0,0,0,
Case 240,Turning & Milling Q.C.,Quality Check 1,2/6/2012 15:21,163,Bearing,ID4618,D,50,0,0,
Case 240,Laser Marking - Machine 7,Machine 7- Laser Marking,2/6/2012 15:23,163,Bearing,ID0998,D,50,0,0,
Case 240,Flat Grinding - Machine 11,Machine 11 - Grinding,2/6/2012 16:24,163,Bearing,ID4882,D,50,0,0,
Case 240,Packing,Packing,2/7/2012 0:00,163,Bearing,ID4491,D,50,0,0,
Case 240,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/7/2012 7:15,163,Bearing,ID4794,S,1,0,0,
Case 240,Lapping - Machine 1,Machine 1 - Lapping,2/7/2012 9:06,163,Bearing,ID0998,D,50,0,0,
Case 240,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/7/2012 9:18,163,Bearing,ID4794,D,37,0,0,
Case 240,Final Inspection Q.C.,Quality Check 1,2/7/2012 10:25,163,Bearing,ID4618,D,0,0,0,
Case 240,Final Inspection Q.C.,Quality Check 1,2/7/2012 13:45,163,Bearing,ID4618,D,50,0,0,
Case 240,Turning & Milling Q.C.,Quality Check 1,2/7/2012 14:34,163,Bearing,ID4618,D,0,4,0,
Case 240,Laser Marking - Machine 7,Machine 7- Laser Marking,2/12/2012 8:21,163,Bearing,ID0998,D,109,0,0,
Case 240,Turning & Milling Q.C.,Quality Check 1,2/12/2012 9:50,163,Bearing,ID4618,D,109,0,0,
Case 240,Flat Grinding - Machine 11,Machine 11 - Grinding,2/12/2012 10:16,163,Bearing,ID4882,D,109,0,0,
Case 240,Lapping - Machine 1,Machine 1 - Lapping,2/13/2012 0:00,163,Bearing,ID4882,D,0,0,0,
Case 240,Lapping - Machine 1,Machine 1 - Lapping,2/13/2012 9:01,163,Bearing,ID4882,D,39,0,0,
Case 240,Lapping - Machine 1,Machine 1 - Lapping,2/13/2012 10:32,163,Bearing,ID4882,D,70,0,0,
Case 240,Final Inspection Q.C.,Quality Check 1,2/13/2012 14:19,163,Bearing,ID4618,D,0,0,0,
Case 240,Final Inspection Q.C.,Quality Check 1,2/14/2012 12:32,163,Bearing,ID4618,D,0,1,0,
Case 240,Final Inspection Q.C.,Quality Check 1,2/14/2012 14:45,163,Bearing,ID4618,D,108,0,0,
Case 240,Packing,Packing,2/15/2012 0:00,163,Bearing,ID4820,D,108,0,0,
Case 241,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,1/16/2012 0:00,16,Ballnut,ID4429,S,0,0,0,
Case 241,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,1/17/2012 0:00,16,Ballnut,ID4429,S,0,0,0,
Case 241,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,1/22/2012 20:03,16,Ballnut,ID4167,S,1,0,0,
Case 241,Turning & Milling Q.C.,Quality Check 1,1/23/2012 7:00,16,Ballnut,ID4287,D,0,1,0,
Case 241,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,1/23/2012 7:51,16,Ballnut,ID4794,S,1,0,0,
Case 241,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,1/23/2012 10:41,16,Ballnut,ID4794,D,14,0,0,
Case 241,Turning & Milling Q.C.,Quality Check 1,1/24/2012 7:00,16,Ballnut,ID4287,D,15,0,0,
Case 241,Laser Marking - Machine 7,Machine 7- Laser Marking,1/24/2012 12:25,16,Ballnut,ID0998,D,15,0,0,
Case 241,Flat Grinding - Machine 11,Machine 11 - Grinding,1/26/2012 11:25,16,Ballnut,ID0998,D,15,0,0,
Case 241,Lapping - Machine 1,Machine 1 - Lapping,1/26/2012 11:25,16,Ballnut,ID0998,D,15,0,0,
Case 241,Final Inspection Q.C.,Quality Check 1,1/26/2012 11:30,16,Ballnut,ID4287,D,15,0,0,
Case 241,Packing,Packing,1/27/2012 0:00,16,Ballnut,ID4820,D,15,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/8/2012 7:00,40,Spur Gear,ID4794,S,2,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/8/2012 14:19,40,Spur Gear,ID4794,D,3,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/8/2012 16:30,40,Spur Gear,ID4167,D,4,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/8/2012 20:16,40,Spur Gear,ID4529,D,17,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/9/2012 14:52,40,Spur Gear,ID4794,D,1,0,0,
Case 242,Turning & Milling Q.C.,Quality Check 1,2/10/2012 7:30,40,Spur Gear,ID4287,D,25,1,0,
Case 242,Turning & Milling Q.C.,Quality Check 1,2/10/2012 9:35,40,Spur Gear,ID4287,D,0,1,0,
Case 242,Lapping - Machine 1,Machine 1 - Lapping,2/12/2012 0:00,40,Spur Gear,ID4882,D,0,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/12/2012 10:06,40,Spur Gear,ID0997,S,0,0,0,
Case 242,Laser Marking - Machine 7,Machine 7- Laser Marking,2/12/2012 10:30,40,Spur Gear,ID0998,D,25,0,0,
Case 242,Lapping - Machine 1,Machine 1 - Lapping,2/12/2012 16:08,40,Spur Gear,ID0998,D,25,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/12/2012 20:10,40,Spur Gear,ID4794,S,1,0,0,
Case 242,Round Grinding - Manual,Machine 27 - Grinding,2/12/2012 20:15,40,Spur Gear,ID4528,S,0,0,0,
Case 242,Round Grinding - Manual,Machine 27 - Grinding,2/12/2012 22:00,40,Spur Gear,ID4528,D,13,0,0,
Case 242,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2/12/2012 22:29,40,Spur Gear,ID4794,D,12,0,0,
Case 242,Round Grinding - Machine 12,Machine 12 - Grinding,2/13/2012 0:00,40,Spur Gear,ID0937,D,13,0,0,
Case 242,Turning & Milling Q.C.,Quality Check 1,2/13/2012 7:00,40,Spur Gear,ID4287,D,12,1,0,
Case 242,Round Grinding - Machine 12,Machine 12 - Grinding,2/13/2012 7:00,40,Spur Gear,ID4872,D,17,0,0,
Case 242,Round Grinding - Manual,Machine 27 - Grinding,2/13/2012 7:00,40,Spur Gear,ID4872,D,17,0,0,
Case 242,Laser Marking - Machine 7,Machine 7- Laser Marking,2/13/2012 8:24,40,Spur Gear,ID0998,D,12,0,0,
Case 242,Lapping - Machine 1,Machine 1 - Lapping,2/13/2012 9:10,40,Spur Gear,ID0998,D,12,0,0,
Case 242,Final Inspection Q.C.,Quality Check 1,2/13/2012 10:00,40,Spur Gear,ID4287,D,0,1,0,
Case 242,Round Grinding - Manual,Machine 27 - Grinding,2/13/2012 20:09,40,Spur Gear,ID4528,D,7,0,0,
Case 242,Round Grinding - Machine 12,Machine 12 - Grinding,2/13/2012 20:33,40,Spur Gear,ID4528,D,7,0,0,
Case 242,Packing,Packing,2/14/2012 0:00,40,Spur Gear,ID4820,D,12,0,0,
Case 242,Final Inspection Q.C.,Quality Check 1,2/14/2012 7:00,40,Spur Gear,ID4287,D,12,0,0,
Case 242,Final Inspection Q.C.,Quality Check 1,2/16/2012 13:30,40,Spur Gear,ID4287,D,0,0,0,
Case 242,Packing,Packing,2/17/2012 0:00,40,Spur Gear,ID4820,D,24,0,0,
Case 242,Final Inspection Q.C.,Quality Check 1,2/17/2012 9:00,40,Spur Gear,ID4287,D,24,0,0,
Case 243,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,1/16/2012 2:38,10,Spur Gear,ID4794,S,0,0,0,
Case 243,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,1/16/2012 7:00,10,Spur Gear,ID4529,S,1,0,0,
Case 243,Turning & Milling Q.C.,Quality Check 1,1/16/2012 10:30,10,Spur Gear,ID4287,D,0,0,0,
Case 243,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,1/16/2012 11:01,10,Spur Gear,ID4529,D,9,0,0,
Case 243,Turning & Milling Q.C.,Quality Check 1,1/17/2012 8:38,10,Spur Gear,ID4618,D,9,1,0,
Case 243,Laser Marking - Machine 7,Machine 7- Laser Marking,1/24/2012 13:38,10,Spur Gear,ID0998,D,9,0,0,
Case 243,Lapping - Machine 1,Machine 1 - Lapping,1/24/2012 14:32,10,Spur Gear,ID0998,D,9,0,0,
Case 243,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/25/2012 12:09,10,Spur Gear,ID4385,S,0,0,0,
Case 243,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/25/2012 14:36,10,Spur Gear,ID4385,D,9,0,0,
Case 243,Final Inspection Q.C.,Quality Check 1,1/26/2012 9:21,10,Spur Gear,ID4618,D,0,0,0,
Case 243,Final Inspection Q.C.,Quality Check 1,1/27/2012 7:38,10,Spur Gear,ID4618,D,0,0,0,
Case 243,Packing,Packing,1/29/2012 0:00,10,Spur Gear,ID4820,D,9,0,0,
Case 243,Final Inspection Q.C.,Quality Check 1,1/29/2012 7:22,10,Spur Gear,ID4493,D,9,0,0,
Case 244,Lapping - Machine 1,Machine 1 - Lapping,1/9/2012 17:15,5,Cable Head,ID4528,D,2,0,0,
Case 244,Lapping - Machine 1,Machine 1 - Lapping,1/10/2012 6:57,5,Cable Head,ID4528,D,3,0,0,
Case 244,Round Grinding - Machine 12,Machine 12 - Grinding,1/10/2012 8:12,5,Cable Head,ID4528,S,0,0,0,
Case 244,Round Grinding - Machine 12,Machine 12 - Grinding,1/10/2012 9:51,5,Cable Head,ID4528,D,0,0,0,
Case 244,Round Grinding - Machine 12,Machine 12 - Grinding,1/11/2012 6:57,5,Cable Head,ID4528,D,1,0,0,
Case 244,Final Inspection Q.C.,Quality Check 1,1/11/2012 11:00,5,Cable Head,ID4287,D,0,0,0,
Case 244,Round Grinding - Machine 12,Machine 12 - Grinding,1/11/2012 11:20,5,Cable Head,ID4528,B,0,0,0,
Case 244,Round Grinding - Machine 12,Machine 12 - Grinding,1/11/2012 12:38,5,Cable Head,ID4528,D,4,0,0,
Case 244,Final Inspection Q.C.,Quality Check 1,1/12/2012 9:00,5,Cable Head,ID4287,D,0,1,0,
Case 244,Final Inspection Q.C.,Quality Check 1,1/13/2012 12:25,5,Cable Head,ID4287,D,4,0,0,
Case 244,Packing,Packing,1/15/2012 0:00,5,Cable Head,ID4820,D,4,0,0,
Case 245,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,1/19/2012 7:07,5,Cable Head,ID3846,S,0,0,0,
Case 245,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,1/19/2012 15:22,5,Cable Head,ID3846,B,0,0,0,
Case 245,Turning & Milling Q.C.,Quality Check 1,1/19/2012 16:50,5,Cable Head,ID4163,S,0,0,0,
Case 245,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,1/20/2012 9:22,5,Cable Head,ID3846,S,1,0,0,
Case 245,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,1/20/2012 11:05,5,Cable Head,ID3846,D,4,0,0,
Case 245,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,1/22/2012 20:22,5,Cable Head,ID4641,S,1,0,0,
Case 245,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,1/23/2012 3:31,5,Cable Head,ID4641,D,4,0,0,
Case 245,Turning & Milling Q.C.,Quality Check 1,1/23/2012 7:43,5,Cable Head,ID4493,D,5,0,0,
Case 245,Laser Marking - Machine 7,Machine 7- Laser Marking,1/24/2012 17:15,5,Cable Head,ID0998,D,5,0,0,
Case 245,Lapping - Machine 1,Machine 1 - Lapping,2/12/2012 0:00,5,Cable Head,ID4882,D,0,0,0,
Case 245,Round Grinding - Manual,Machine 27 - Grinding,2/14/2012 1:00,5,Cable Head,ID4528,D,0,0,0,
Case 245,Lapping - Machine 1,Machine 1 - Lapping,2/14/2012 4:54,5,Cable Head,ID4528,D,5,0,0,
Case 245,Round Grinding - Manual,Machine 27 - Grinding,2/14/2012 23:00,5,Cable Head,ID4528,S,0,0,0,
Case 245,Round Grinding - Manual,Machine 27 - Grinding,2/15/2012 20:19,5,Cable Head,ID4528,D,0,0,0,
Case 245,Round Grinding - Manual,Machine 27 - Grinding,2/16/2012 20:20,5,Cable Head,ID4528,D,5,0,0,
Case 245,Final Inspection Q.C.,Quality Check 1,2/19/2012 7:00,5,Cable Head,ID4493,D,4,1,0,
Case 245,Packing,Packing,2/20/2012 0:00,5,Cable Head,ID4820,D,4,0,0,
Case 246,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,1/2/2012 9:00,36,Disc,ID4641,D,10,0,0,
Case 246,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,1/2/2012 16:00,36,Disc,ID3846,D,7,0,0,
Case 246,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,1/3/2012 14:14,36,Disc,ID4641,D,14,0,0,
Case 246,Turning & Milling Q.C.,Quality Check 1,1/4/2012 7:00,36,Disc,ID4287,D,31,2,0,
Case 246,Laser Marking - Machine 7,Machine 7- Laser Marking,1/4/2012 9:39,36,Disc,ID4882,D,31,0,0,
Case 246,Flat Grinding - Machine 11,Machine 11 - Grinding,1/4/2012 10:59,36,Disc,ID0998,D,15,0,0,
Case 246,Flat Grinding - Machine 11,Machine 11 - Grinding,1/5/2012 0:00,36,Disc,ID4882,D,0,0,0,
Case 246,Flat Grinding - Machine 11,Machine 11 - Grinding,1/5/2012 8:16,36,Disc,ID0998,D,16,0,0,
Case 246,Final Inspection Q.C.,Quality Check 1,1/8/2012 14:04,36,Disc,ID4287,D,31,0,0,
Case 246,Packing,Packing,1/9/2012 0:00,36,Disc,ID4491,D,31,0,0,
Case 248,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,1/8/2012 10:35,24,Housing,ID3846,S,1,0,0,
Case 248,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,1/8/2012 15:55,24,Housing,ID3846,D,7,0,0,
Case 248,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,1/8/2012 20:15,24,Housing,ID4641,D,16,0,0,
Case 248,Lapping - Machine 1,Machine 1 - Lapping,1/10/2012 0:00,24,Housing,ID4882,D,0,0,0,
Case 248,Turning & Milling Q.C.,Quality Check 1,1/10/2012 7:10,24,Housing,ID4493,D,24,0,0,
Case 248,Laser Marking - Machine 7,Machine 7- Laser Marking,1/10/2012 13:24,24,Housing,ID0998,D,24,0,0,
Case 248,Flat Grinding - Machine 11,Machine 11 - Grinding,1/10/2012 14:33,24,Housing,ID0998,D,10,0,0,
Case 248,Flat Grinding - Machine 11,Machine 11 - Grinding,1/10/2012 14:34,24,Housing,ID0998,D,14,0,0,
Case 248,Lapping - Machine 1,Machine 1 - Lapping,1/10/2012 15:47,24,Housing,ID4882,D,24,0,0,
Case 248,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/11/2012 4:05,24,Housing,ID4445,S,0,0,0,
Case 248,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/11/2012 6:29,24,Housing,ID4445,D,2,0,0,
Case 248,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/11/2012 6:56,24,Housing,ID4385,D,22,0,0,
Case 248,Final Inspection Q.C.,Quality Check 1,1/15/2012 12:30,24,Housing,ID4493,D,0,1,0,
Case 248,Packing,Packing,1/18/2012 0:00,24,Housing,ID4820,D,23,0,0,
Case 248,Final Inspection Q.C.,Quality Check 1,1/18/2012 7:00,24,Housing,ID4493,D,23,0,0,
Case 249,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,1/12/2012 8:03,64,Ballnut,ID0997,S,1,0,0,
Case 249,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,1/12/2012 15:06,64,Ballnut,ID0997,S,0,0,0,
Case 249,Turning & Milling Q.C.,Quality Check 1,1/13/2012 6:53,64,Ballnut,ID4287,D,0,0,0,
Case 249,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,1/13/2012 7:48,64,Ballnut,ID0997,D,18,0,0,
Case 249,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,1/15/2012 9:32,64,Ballnut,ID0997,D,38,0,0,
Case 249,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,1/15/2012 20:06,64,Ballnut,ID4932,D,6,0,0,
Case 249,Turning & Milling Q.C.,Quality Check 1,1/16/2012 7:00,64,Ballnut,ID4287,D,63,0,0,
Case 249,Flat Grinding - Machine 11,Machine 11 - Grinding,1/16/2012 13:39,64,Ballnut,ID0998,D,63,0,0,
Case 249,Lapping - Machine 1,Machine 1 - Lapping,1/16/2012 16:08,64,Ballnut,ID0998,D,63,0,0,
Case 249,Round Grinding - Manual,Machine 27 - Grinding,1/17/2012 12:48,64,Ballnut,ID4872,S,0,0,0,
Case 249,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/17/2012 20:59,64,Ballnut,ID4385,S,0,0,0,
Case 249,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/18/2012 0:53,64,Ballnut,ID4385,D,5,0,0,
Case 249,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/18/2012 7:03,64,Ballnut,ID4355,D,29,0,0,
Case 249,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/18/2012 16:06,64,Ballnut,ID4385,D,7,0,0,
Case 249,Round Grinding - Machine 2,Machine 2 - Round Grinding,1/18/2012 20:18,64,Ballnut,ID4528,D,22,0,0,
Case 249,Final Inspection Q.C.,Quality Check 1,1/19/2012 7:00,64,Ballnut,ID4287,D,0,0,0,
Case 249,Laser Marking - Machine 7,Machine 7- Laser Marking,1/19/2012 7:39,64,Ballnut,ID4872,D,1,0,0,
Case 249,Laser Marking - Machine 7,Machine 7- Laser Marking,1/19/2012 7:40,64,Ballnut,ID4872,D,62,0,0,
Case 249,Packing,Packing,1/22/2012 0:00,64,Ballnut,ID4491,D,62,0,0,
Case 249,Final Inspection Q.C.,Quality Check 1,1/22/2012 6:50,64,Ballnut,ID4287,D,62,1,0,
Case 25,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/19/2012 8:33,13,Plug,ID4429,S,4,0,0,
Case 25,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/19/2012 12:27,13,Plug,ID4429,D,9,0,0,
Case 25,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/24/2012 12:22,13,Plug,ID4429,S,0,0,0,
Case 25,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/24/2012 20:08,13,Plug,ID4529,S,1,0,0,
Case 25,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/25/2012 4:46,13,Plug,ID4529,D,7,0,0,
Case 25,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/25/2012 6:55,13,Plug,ID4429,D,5,0,0,
Case 25,Turning & Milling Q.C.,Quality Check 1,1/27/2012 7:00,13,Plug,ID4163,D,13,0,0,
Case 25,Laser Marking - Machine 7,Machine 7- Laser Marking,1/29/2012 9:02,13,Plug,ID0998,D,13,0,0,
Case 25,Lapping - Machine 1,Machine 1 - Lapping,1/30/2012 0:00,13,Plug,ID4882,D,0,0,0,
Case 25,Lapping - Machine 1,Machine 1 - Lapping,1/30/2012 9:02,13,Plug,ID4882,D,1,0,0,
Case 25,Round Grinding - Manual,Machine 27 - Grinding,1/30/2012 9:05,13,Plug,ID4872,S,0,0,0,
Case 25,Round Grinding - Manual,Machine 27 - Grinding,1/30/2012 9:06,13,Plug,ID4872,S,0,0,0,
Case 25,Lapping - Machine 1,Machine 1 - Lapping,1/30/2012 9:09,13,Plug,ID4882,D,12,0,0,
Case 25,Round Grinding - Manual,Machine 27 - Grinding,1/30/2012 11:36,13,Plug,ID4872,D,1,0,0,
Case 25,Round Grinding - Manual,Machine 27 - Grinding,1/30/2012 16:09,13,Plug,ID4528,D,5,0,0,
Case 25,Round Grinding - Manual,Machine 27 - Grinding,1/31/2012 22:25,13,Plug,ID4528,D,2,0,0,
Case 25,Round Grinding - Manual,Machine 27 - Grinding,2/1/2012 7:26,13,Plug,ID4872,D,5,0,0,
Case 25,Round Grinding - Q.C.,Quality Check 1,2/1/2012 11:10,13,Plug,ID4287,D,13,0,0,
Case 25,Round Grinding - Q.C.,Quality Check 1,2/13/2012 8:00,13,Plug,ID4163,D,0,0,0,
Case 25,Round Grinding - Q.C.,Quality Check 1,2/13/2012 9:00,13,Plug,ID4163,D,0,0,0,
Case 25,Lapping - Machine 1,Machine 1 - Lapping,2/26/2012 9:33,13,Plug,ID0998,D,2,0,0,
Case 25,Round Grinding - Machine 3,Machine 3 - Round Grinding,2/26/2012 15:55,13,Plug,ID4355,S,0,0,0,
Case 25,Round Grinding - Machine 3,Machine 3 - Round Grinding,2/26/2012 20:39,13,Plug,ID4385,D,2,0,0,
Case 25,Final Inspection Q.C.,Quality Check 1,2/29/2012 9:00,13,Plug,ID4163,D,0,2,0,
Case 250,Milling - Machine 16,Machine 16 - Milling,1/3/2012 7:30,32,Barrel,ID4326,S,0,0,0,
Case 250,Milling - Machine 16,Machine 16 - Milling,1/4/2012 14:00,32,Barrel,ID4326,S,0,0,0,
Case 250,Final Inspection Q.C.,Quality Check 1,1/5/2012 7:00,32,Barrel,ID4163,D,0,0,0,
Case 250,Milling - Machine 16,Machine 16 - Milling,1/5/2012 7:00,32,Barrel,ID4326,D,8,0,0,
Case 250,Milling - Machine 16,Machine 16 - Milling,1/6/2012 7:00,32,Barrel,ID4326,D,7,0,0,
Case 250,Milling - Machine 16,Machine 16 - Milling,1/8/2012 6:49,32,Barrel,ID4326,D,17,0,0,
Case 250,Laser Marking - Machine 7,Machine 7- Laser Marking,1/9/2012 14:32,32,Barrel,ID0998,D,32,0,0,
Case 250,Final Inspection Q.C.,Quality Check 1,1/10/2012 7:00,32,Barrel,ID4163,D,0,0,0,
Case 250,Final Inspection Q.C.,Quality Check 1,1/10/2012 7:00,32,Barrel,ID4163,D,0,0,0,
Case 250,Final Inspection Q.C.,Quality Check 1,1/10/2012 8:21,32,Barrel,ID4163,D,32,0,0,
Case 250,Final Inspection Q.C.,Quality Check 1,1/10/2012 9:00,32,Barrel,ID4163,D,0,0,0,Y
Case 250,Final Inspection Q.C.,Quality Check 1,1/10/2012 13:20,32,Barrel,ID4163,D,0,0,0,
Case 250,Final Inspection Q.C.,Quality Check 1,1/10/2012 15:00,32,Barrel,ID4163,D,0,0,0,
Case 250,Packing,Packing,1/12/2012 0:00,32,Barrel,ID4820,D,32,0,0,
Case 251,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/8/2012 15:04,5,Cable Head,ID4429,S,0,0,0,
Case 251,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,1/9/2012 6:50,5,Cable Head,ID4932,S,1,0,0,
